Index,SPY,SPY,SPY,SPY,SPY,SPY,SPY
Beta_Info,Beta,Corr,Stock_Cutoff,Index_Cutoff,Percentile_Cutoff,Index_Beta_to_SPY,Beta_to_SPY
TMO,1.0577005168539482,0.6200311928820826,0.12203591431840007,7.32825002391142e-05,1.0,1.0,1.0577005168539482
TRHC,0.9277678780758258,0.18928824146559725,0.32146643995454355,7.32825002391142e-05,1.0,1.0,0.9277678780758258
TSRO,0.8197394559403585,0.18559498506570107,0.34563427045318734,7.32825002391142e-05,1.0,1.0,0.8197394559403585
TVTY,1.1015518872382801,0.32199237083435317,0.2673817646926214,7.32825002391142e-05,1.0,1.0,1.1015518872382801
TXMD,1.3464075406196865,0.24828197264116925,0.3614929065314436,7.32825002391142e-05,1.0,1.0,1.3464075406196865
UHS,0.7547637975259686,0.35001327017516903,0.15456833982451856,7.32825002391142e-05,1.0,1.0,0.7547637975259686
UNH,0.9244682302734324,0.5510375096377246,0.11300617634204926,7.32825002391142e-05,1.0,1.0,0.9244682302734324
USNA,0.655977093273903,0.26018538677750713,0.19942361295939795,7.32825002391142e-05,1.0,1.0,0.655977093273903
USPH,0.8111713910061855,0.3647558386251338,0.15771522345279498,7.32825002391142e-05,1.0,1.0,0.8111713910061855
UTHR,1.0387324073207658,0.3306874270761431,0.22179825323709285,7.32825002391142e-05,1.0,1.0,1.0387324073207658
VAR,0.9075969159327834,0.5354937577041574,0.11970734541418789,7.32825002391142e-05,1.0,1.0,0.9075969159327834
VNDA,0.9458345053132343,0.249728916570116,0.2649261782743886,7.32825002391142e-05,1.0,1.0,0.9458345053132343
VREX,0.8529572200572634,0.3521642647256025,0.17184812167582497,7.32825002391142e-05,1.0,1.0,0.8529572200572634
VRTX,1.4855494029102625,0.4561440092610389,0.23704925303647933,7.32825002391142e-05,1.0,1.0,1.4855494029102625
WCG,0.8340714976864113,0.37844390444264625,0.16200356987910589,7.32825002391142e-05,1.0,1.0,0.8340714976864113
WMGI,1.0638546024453155,0.40937500515256503,0.2032525975936097,7.32825002391142e-05,1.0,1.0,1.0638546024453155
WST,0.827296855719213,0.41168573234995665,0.13762731827944977,7.32825002391142e-05,1.0,1.0,0.827296855719213
XENT,1.2428907754384648,0.30356737164346254,0.3184074376826962,7.32825002391142e-05,1.0,1.0,1.2428907754384648
XLRN,1.5963558191649356,0.34689392758855103,0.34200727025732874,7.32825002391142e-05,1.0,1.0,1.5963558191649356
XNCR,1.4675812933545107,0.3360760430438598,0.30947176102268786,7.32825002391142e-05,1.0,1.0,1.4675812933545107
XON,1.8497553103626123,0.3455363362814404,0.403501389784777,7.32825002391142e-05,1.0,1.0,1.8497553103626123
XRAY,0.7308332829159091,0.41498252553459253,0.12616427402691696,7.32825002391142e-05,1.0,1.0,0.7308332829159091
ZBH,0.9767650443936409,0.5401107156281348,0.1277692327424715,7.32825002391142e-05,1.0,1.0,0.9767650443936409
ZGNX,1.4011945231539094,0.27449672817569,0.36604389487669203,7.32825002391142e-05,1.0,1.0,1.4011945231539094
ZTS,0.9839500042894541,0.5881582410332253,0.12236591169338203,7.32825002391142e-05,1.0,1.0,0.9839500042894541
