Index,SPY,SPY,SPY,SPY,SPY,SPY,SPY
Beta_Info,Beta,Corr,Stock_Cutoff,Index_Cutoff,Percentile_Cutoff,Index_Beta_to_SPY,Beta_to_SPY
HALO,1.633295419879734,0.35195567723123217,0.35186419490107457,7.32825002391142e-05,1.0,1.0,1.633295419879734
HCA,0.8452092513353066,0.41077373821955515,0.13994628063389317,7.32825002391142e-05,1.0,1.0,0.8452092513353066
HMSY,1.1312468320496925,0.45883940381748617,0.2132324658065921,7.32825002391142e-05,1.0,1.0,1.1312468320496925
HOLX,0.8489248905583895,0.47131997191880254,0.1392504605145261,7.32825002391142e-05,1.0,1.0,0.8489248905583895
HQY,1.0589089249424892,0.30905232723031556,0.2481373959010574,7.32825002391142e-05,1.0,1.0,1.0589089249424892
HRC,0.9349824236449586,0.49593873456913307,0.1372306152330718,7.32825002391142e-05,1.0,1.0,0.9349824236449586
HRTX,1.377385862928059,0.2840855154727549,0.37427764969518024,7.32825002391142e-05,1.0,1.0,1.377385862928059
HSIC,0.8197236660847779,0.3866017667684953,0.1402370088710924,7.32825002391142e-05,1.0,1.0,0.8197236660847779
HUM,0.5983475779493422,0.30813710376046854,0.1409482605367322,7.32825002391142e-05,1.0,1.0,0.5983475779493422
HYH,1.0232644542200813,0.4808224292667257,0.1752849950517955,7.32825002391142e-05,1.0,1.0,1.0232644542200813
HZNP,1.3327051881097676,0.3414825291442705,0.34330654231425983,7.32825002391142e-05,1.0,1.0,1.3327051881097676
IART,0.9236243977103032,0.44743075179991354,0.1418240589786266,7.32825002391142e-05,1.0,1.0,0.9236243977103032
ICLR,0.8690369112433015,0.3813733589431278,0.16004643104994737,7.32825002391142e-05,1.0,1.0,0.8690369112433015
ICUI,0.9191992844494099,0.4123897457070044,0.15503783126124565,7.32825002391142e-05,1.0,1.0,0.9191992844494099
IDXX,1.2100787887750073,0.5296809104210654,0.15128092865315595,7.32825002391142e-05,1.0,1.0,1.2100787887750073
ILMN,1.2444980177413842,0.5042136438938085,0.22775643368474205,7.32825002391142e-05,1.0,1.0,1.2444980177413842
IMGN,1.963152767068739,0.2746958815195064,0.47904279107986386,7.32825002391142e-05,1.0,1.0,1.963152767068739
IMMU,1.7957282401085326,0.2747186372803093,0.4532608758162233,7.32825002391142e-05,1.0,1.0,1.7957282401085326
INCY,1.2036012666586264,0.336388979824832,0.2636960636850249,7.32825002391142e-05,1.0,1.0,1.2036012666586264
INGN,1.1706187045555838,0.4088576827610434,0.21353889850495217,7.32825002391142e-05,1.0,1.0,1.1706187045555838
INSM,1.7018749105042423,0.3834582844172242,0.3232427169959084,7.32825002391142e-05,1.0,1.0,1.7018749105042423
INVA,0.9828801058056533,0.31400554261317726,0.255975424543328,7.32825002391142e-05,1.0,1.0,0.9828801058056533
IONS,1.741575458619277,0.34782633417152226,0.38115352450523143,7.32825002391142e-05,1.0,1.0,1.741575458619277
IOVA,1.5500318458799207,0.2866067298752989,0.3815018843572744,7.32825002391142e-05,1.0,1.0,1.5500318458799207
IPXL,0.6000017737915948,0.10338293813155043,0.38175818352719837,7.32825002391142e-05,1.0,1.0,0.6000017737915948
IRTC,0.7384255578503554,0.23306434404461132,0.21155554671250543,7.32825002391142e-05,1.0,1.0,0.7384255578503554
IRWD,1.3343353999922503,0.35872062280233447,0.260883974693577,7.32825002391142e-05,1.0,1.0,1.3343353999922503
ISRG,1.0872237811446137,0.5169120718011421,0.13931392134230816,7.32825002391142e-05,1.0,1.0,1.0872237811446137
ITCI,1.734290078695297,0.3072141010317277,0.4118153059342671,7.32825002391142e-05,1.0,1.0,1.734290078695297
ITGR,1.356265706132904,0.4292015935818021,0.253268961280472,7.32825002391142e-05,1.0,1.0,1.356265706132904
JAZZ,1.1183947608429419,0.41194173265042683,0.19751479487122475,7.32825002391142e-05,1.0,1.0,1.1183947608429419
JNJ,0.7633478718566064,0.5648521961654877,0.08924246948587766,7.32825002391142e-05,1.0,1.0,0.7633478718566064
KANG,0.3882044548354909,0.15565621280051242,0.16906852581605364,7.32825002391142e-05,1.0,1.0,0.3882044548354909
KND,0.8568354775694932,0.1922976670886058,0.35360851212028077,7.32825002391142e-05,1.0,1.0,0.8568354775694932
KTWO,1.3097666879020744,0.42535904546033754,0.2703221240084229,7.32825002391142e-05,1.0,1.0,1.3097666879020744
LGND,0.9772483570534337,0.36537018257730774,0.191130494593157,7.32825002391142e-05,1.0,1.0,0.9772483570534337
LH,0.8838439088264258,0.5571866286849269,0.11358439913892278,7.32825002391142e-05,1.0,1.0,0.8838439088264258
LHCG,0.6600029558704888,0.24093536090859555,0.1919451680200054,7.32825002391142e-05,1.0,1.0,0.6600029558704888
LIVN,0.6035772869376209,0.26749927204251,0.15907268269558789,7.32825002391142e-05,1.0,1.0,0.6035772869376209
LJPC,0.9548743195996565,0.179215289238721,0.41140309825701404,7.32825002391142e-05,1.0,1.0,0.9548743195996565
LLY,0.8677552311350833,0.5092179104902487,0.12293416908118082,7.32825002391142e-05,1.0,1.0,0.8677552311350833
LMAT,0.8400608520967286,0.21213323370575832,0.2660602692728164,7.32825002391142e-05,1.0,1.0,0.8400608520967286
LMNX,0.9220696754039628,0.4451007883330613,0.15585962020858526,7.32825002391142e-05,1.0,1.0,0.9220696754039628
LOXO,1.7749726993260388,0.35267863858259696,0.35567807922571465,7.32825002391142e-05,1.0,1.0,1.7749726993260388
LPNT,0.7815399097495414,0.2873065116456916,0.18888220159404023,7.32825002391142e-05,1.0,1.0,0.7815399097495414
LXRX,1.0794772896283003,0.2663476222671707,0.3025837458742635,7.32825002391142e-05,1.0,1.0,1.0794772896283003
MASI,1.0309504594210799,0.45071085597021604,0.15756196937322792,7.32825002391142e-05,1.0,1.0,1.0309504594210799
MCK,0.9080515800077997,0.39765994595463133,0.16959901817553186,7.32825002391142e-05,1.0,1.0,0.9080515800077997
MD,0.6646998383464413,0.2719642974301018,0.16483662703936897,7.32825002391142e-05,1.0,1.0,0.6646998383464413
MDCO,1.13435852886422,0.2952442189428022,0.2699019773307693,7.32825002391142e-05,1.0,1.0,1.13435852886422
MDRX,0.9514614579359272,0.36948991508413703,0.18134864280617358,7.32825002391142e-05,1.0,1.0,0.9514614579359272
MDSO,1.31579057834766,0.4303909705159891,0.21878691004342665,7.32825002391142e-05,1.0,1.0,1.31579057834766
MDT,0.8449043206602268,0.5491557472145161,0.10780908022277408,7.32825002391142e-05,1.0,1.0,0.8449043206602268
MDXG,1.5559818753048682,0.33696802500391493,0.3022569339569752,7.32825002391142e-05,1.0,1.0,1.5559818753048682
MGLN,0.8738771288862738,0.37113995368348196,0.16383585265027675,7.32825002391142e-05,1.0,1.0,0.8738771288862738
MGNX,1.4213728757793889,0.2820620909759217,0.37252299550971846,7.32825002391142e-05,1.0,1.0,1.4213728757793889
MMSI,1.0373998678650165,0.40772828561503105,0.17552441629795273,7.32825002391142e-05,1.0,1.0,1.0373998678650165
MNK,1.4930277868892312,0.36659504170518964,0.3037176698871444,7.32825002391142e-05,1.0,1.0,1.4930277868892312
MNTA,1.2056778731540965,0.24981447066941248,0.3357397190063983,7.32825002391142e-05,1.0,1.0,1.2056778731540965
MOH,0.786769292780632,0.2280502500650755,0.23131302813516,7.32825002391142e-05,1.0,1.0,0.786769292780632
MRK,0.6867901211919926,0.4054729686730145,0.11452610780608406,7.32825002391142e-05,1.0,1.0,0.6867901211919926
MRTX,1.841984358547143,0.29041542058667785,0.4921557167638552,7.32825002391142e-05,1.0,1.0,1.841984358547143
MYGN,1.163871585374978,0.3166619573226364,0.2566564912959866,7.32825002391142e-05,1.0,1.0,1.163871585374978
MYL,1.1026262963259557,0.393357184468947,0.21323917127555692,7.32825002391142e-05,1.0,1.0,1.1026262963259557
MYOK,1.4773541681309372,0.2679080065316117,0.3833945447311322,7.32825002391142e-05,1.0,1.0,1.4773541681309372
MZOR,1.2528978335557603,0.26752004738685753,0.32547855676373383,7.32825002391142e-05,1.0,1.0,1.2528978335557603
NBIX,1.2632530815506569,0.31625412302572753,0.29690942755086425,7.32825002391142e-05,1.0,1.0,1.2632530815506569
NEO,0.5686789481340871,0.1856115953832208,0.22518252014852147,7.32825002391142e-05,1.0,1.0,0.5686789481340871
NEOG,0.9837314929088152,0.4624178226400484,0.15464634316124648,7.32825002391142e-05,1.0,1.0,0.9837314929088152
NHC,0.6872754974701533,0.36522873038013776,0.12588210634918126,7.32825002391142e-05,1.0,1.0,0.6872754974701533
NKTR,1.4684435534125895,0.2886630814733131,0.34053604967333195,7.32825002391142e-05,1.0,1.0,1.4684435534125895
NTLA,2.2543421789230997,0.3344249130257561,0.4521865829098554,7.32825002391142e-05,1.0,1.0,2.2543421789230997
NUVA,0.7196480612291902,0.2912766486093456,0.1683975809961345,7.32825002391142e-05,1.0,1.0,0.7196480612291902
NVCR,1.4906665186531225,0.259061209440325,0.42058891729227643,7.32825002391142e-05,1.0,1.0,1.4906665186531225
NVO,0.796792056058199,0.36459650259394766,0.15727899954667515,7.32825002391142e-05,1.0,1.0,0.796792056058199
NVS,0.7892052747582634,0.5364487200541926,0.10746469319773229,7.32825002391142e-05,1.0,1.0,0.7892052747582634
OFIX,0.8099336237833138,0.34933041330644643,0.15423568674915783,7.32825002391142e-05,1.0,1.0,0.8099336237833138
OMCL,1.2498481137014177,0.4939071058885536,0.17485423190220256,7.32825002391142e-05,1.0,1.0,1.2498481137014177
OMI,0.8139689774982531,0.31043710603676916,0.1764709918496875,7.32825002391142e-05,1.0,1.0,0.8139689774982531
ONCE,1.7608650297558743,0.3282794849495873,0.41365163728117216,7.32825002391142e-05,1.0,1.0,1.7608650297558743
OPK,1.2958312162997974,0.3237804872686735,0.28404169288284903,7.32825002391142e-05,1.0,1.0,1.2958312162997974
OSUR,1.3901798303211708,0.328674612465613,0.2882694241129017,7.32825002391142e-05,1.0,1.0,1.3901798303211708
PAHC,1.0506996505627344,0.3865316482737687,0.20765645537347333,7.32825002391142e-05,1.0,1.0,1.0506996505627344
PBYI,1.9444230364021626,0.27667988634820223,0.492380031706029,7.32825002391142e-05,1.0,1.0,1.9444230364021626
PCRX,1.1314665851123695,0.23079296394217252,0.33910686913581056,7.32825002391142e-05,1.0,1.0,1.1314665851123695
PDCO,0.8279309344513929,0.3639146143957383,0.16759559955509368,7.32825002391142e-05,1.0,1.0,0.8279309344513929
PEN,1.2713085358824576,0.3932422392932942,0.22745753847927289,7.32825002391142e-05,1.0,1.0,1.2713085358824576
PFE,0.8379781645353709,0.5893193796843108,0.10003592168184168,7.32825002391142e-05,1.0,1.0,0.8379781645353709
PINC,0.6886339439167859,0.3579165257304009,0.1423686304319483,7.32825002391142e-05,1.0,1.0,0.6886339439167859
PODD,1.2483334709148721,0.3482422374006108,0.2455809709594646,7.32825002391142e-05,1.0,1.0,1.2483334709148721
PRAH,1.064329945693153,0.4739660855117737,0.17367711155098264,7.32825002391142e-05,1.0,1.0,1.064329945693153
PRGO,1.0749779410964564,0.3698948134245873,0.21431607042637202,7.32825002391142e-05,1.0,1.0,1.0749779410964564
PTCT,1.7191451585643618,0.23917712809608196,0.6266278761667612,7.32825002391142e-05,1.0,1.0,1.7191451585643618
PTLA,1.8252245357692167,0.3699496714204946,0.3851440177669216,7.32825002391142e-05,1.0,1.0,1.8252245357692167
QDEL,1.1446288970617111,0.3639353333402777,0.23547363385786194,7.32825002391142e-05,1.0,1.0,1.1446288970617111
QGEN,1.0064466868484438,0.49554794300506816,0.14965246579766522,7.32825002391142e-05,1.0,1.0,1.0064466868484438
QSII,0.7874026837185661,0.3105404710365375,0.18234819819969156,7.32825002391142e-05,1.0,1.0,0.7874026837185661
QURE,1.113791956406925,0.19057327212255742,0.42779404123552967,7.32825002391142e-05,1.0,1.0,1.113791956406925
RARE,1.8029433026501227,0.3783342792221897,0.36093526673720505,7.32825002391142e-05,1.0,1.0,1.8029433026501227
RDUS,1.369064315288834,0.28341919039176433,0.38043767316597543,7.32825002391142e-05,1.0,1.0,1.369064315288834
RDY,0.7696220301510587,0.31554527815362177,0.1683654328081795,7.32825002391142e-05,1.0,1.0,0.7696220301510587
REGN,0.9473751336231475,0.34117246081666097,0.21118790367721071,7.32825002391142e-05,1.0,1.0,0.9473751336231475
RGEN,1.3896858780025025,0.4431890421791916,0.24416377257328375,7.32825002391142e-05,1.0,1.0,1.3896858780025025
RMD,0.9861339518734936,0.5295909708728175,0.13688385895333033,7.32825002391142e-05,1.0,1.0,0.9861339518734936
RTRX,1.257563420466954,0.371153609439298,0.24853107126478552,7.32825002391142e-05,1.0,1.0,1.257563420466954
RVNC,1.6264280121892614,0.3115239313961279,0.38252547007184234,7.32825002391142e-05,1.0,1.0,1.6264280121892614
SAGE,1.8487410776074198,0.37121756252855304,0.45126025175677453,7.32825002391142e-05,1.0,1.0,1.8487410776074198
SEM,1.0514716754962885,0.335999257854034,0.23833417282175112,7.32825002391142e-05,1.0,1.0,1.0514716754962885
SGEN,1.452659931395534,0.3828136747842346,0.27069332563820964,7.32825002391142e-05,1.0,1.0,1.452659931395534
SGMO,2.1874707033281666,0.31291395887727513,0.4785437441122992,7.32825002391142e-05,1.0,1.0,2.1874707033281666
SGRY,1.5323653314098449,0.2859885314206622,0.3656195321481737,7.32825002391142e-05,1.0,1.0,1.5323653314098449
SHPG,0.8862225168467138,0.34845886723245684,0.18991453184627433,7.32825002391142e-05,1.0,1.0,0.8862225168467138
SNN,0.6773174528446892,0.4532071623867874,0.11323146048699274,7.32825002391142e-05,1.0,1.0,0.6773174528446892
SNY,0.6705269145974819,0.4131858387246375,0.1207967035116464,7.32825002391142e-05,1.0,1.0,0.6705269145974819
SPPI,1.8561876878747807,0.33510154677386383,0.3842332078295347,7.32825002391142e-05,1.0,1.0,1.8561876878747807
SRPT,1.5193126788234501,0.3099064020087523,0.5829094540803066,7.32825002391142e-05,1.0,1.0,1.5193126788234501
STE,0.8924652695158988,0.6295703733679723,0.11394764628637785,7.32825002391142e-05,1.0,1.0,0.8924652695158988
SUPN,1.3162819695960264,0.3099156852720899,0.2991130978398062,7.32825002391142e-05,1.0,1.0,1.3162819695960264
SYK,0.9766486646504375,0.594583982125716,0.10788847538831775,7.32825002391142e-05,1.0,1.0,0.9766486646504375
SYNH,1.08795531312475,0.29905000584597213,0.25940698032558046,7.32825002391142e-05,1.0,1.0,1.08795531312475
TARO,0.6716065334170235,0.26816365463420777,0.17407264285348228,7.32825002391142e-05,1.0,1.0,0.6716065334170235
TBPH,1.5675818150315783,0.33197266815248155,0.3320852554799979,7.32825002391142e-05,1.0,1.0,1.5675818150315783
TDOC,1.3515390348225769,0.29771652861449693,0.32981578731087335,7.32825002391142e-05,1.0,1.0,1.3515390348225769
TECH,0.9448252354308557,0.5645790618539704,0.12460308775290124,7.32825002391142e-05,1.0,1.0,0.9448252354308557
TEVA,1.2760033899478853,0.29787831402549264,0.2712502077797271,7.32825002391142e-05,1.0,1.0,1.2760033899478853
TFX,1.0850036097756708,0.5165390229032711,0.13838210862880457,7.32825002391142e-05,1.0,1.0,1.0850036097756708
TGTX,1.5693373683925114,0.25201631636572214,0.43478456860912174,7.32825002391142e-05,1.0,1.0,1.5693373683925114
THC,1.2133888408690556,0.23228741875881584,0.3440292706422491,7.32825002391142e-05,1.0,1.0,1.2133888408690556
